abbreviation,name,year,value
vpc,Vendée - Poitou Charente,1864,20.325581395348838
als,Alsace,1865,18.028985507246375
auv,Auvergne,1865,17.53971994535519
aux,Auxerre-Avalon,1865,11
bea,Beaujolais and Maconnais,1865,NA
bor,Bordeaux,1865,6.152159191540335
bur,Burgundy,1865,10.272727272727273
cha1,Champagne 1,1865,6.765625
cha2,Champagne 2,1865,1.1464285714285687
gai,Gaillac- South-West,1865,NA
ger,Germany,1865,NA
hlv,High Loire Valley,1865,15
idf,Ile de France,1865,9.346153846153847
jur,Jura,1865,25.935897435897434
lan,Languedoc,1865,NA
llv,Low Loire Valley,1865,20.060606060606062
lux,Luxembourg,1865,39
mar,Maritime alps,1865,NA
nit,Northern Italy,1865,26
nlo,Northern  Lorraine,1865,13.038709677419355
nrv,Northern Rhone valley,1865,10
sav,Savoie,1865,21
spa,Spain,1865,NA
slo,Southern Lorraine,1865,13
srv,Southern Rhone valley,1865,21.60096153846154
swi,Switzerland (Leman Lake),1865,25.858621667612024
vse,Various South-East,1865,32
vpc,Vendée - Poitou Charente,1865,13
als,Alsace,1866,38.11231884057971
auv,Auvergne,1866,40.71939890710382
aux,Auxerre-Avalon,1866,32
bea,Beaujolais and Maconnais,1866,NA
bor,Bordeaux,1866,20.771929824561404
bur,Burgundy,1866,27
cha1,Champagne 1,1866,32
cha2,Champagne 2,1866,27.28928571428571
gai,Gaillac- South-West,1866,NA
ger,Germany,1866,NA
hlv,High Loire Valley,1866,34.5
idf,Ile de France,1866,29.52857142857143
jur,Jura,1866,47.31666666666666
lan,Languedoc,1866,NA
llv,Low Loire Valley,1866,44.06060606060606
lux,Luxembourg,1866,56
mar,Maritime alps,1866,NA
nit,Northern Italy,1866,45
nlo,Northern  Lorraine,1866,40.8125
nrv,Northern Rhone valley,1866,20
sav,Savoie,1866,33
spa,Spain,1866,NA
slo,Southern Lorraine,1866,37.49166666666667
srv,Southern Rhone valley,1866,29.125
swi,Switzerland (Leman Lake),1866,45.953840553330906
vse,Various South-East,1866,35
vpc,Vendée - Poitou Charente,1866,27.662790697674417
als,Alsace,1867,37.028985507246375
auv,Auvergne,1867,39.238095238095234
aux,Auxerre-Avalon,1867,31.5
bea,Beaujolais and Maconnais,1867,NA
bor,Bordeaux,1867,18.341772151898734
bur,Burgundy,1867,27.76888888888889
cha1,Champagne 1,1867,25.765625
cha2,Champagne 2,1867,26.825
gai,Gaillac- South-West,1867,NA
ger,Germany,1867,NA
hlv,High Loire Valley,1867,35
idf,Ile de France,1867,32.528571428571425
jur,Jura,1867,49.25128205128205
lan,Languedoc,1867,NA
llv,Low Loire Valley,1867,49.56060606060606
lux,Luxembourg,1867,58
mar,Maritime alps,1867,NA
nit,Northern Italy,1867,37
nlo,Northern  Lorraine,1867,36.7
nrv,Northern Rhone valley,1867,20
sav,Savoie,1867,38
spa,Spain,1867,NA
slo,Southern Lorraine,1867,32.49166666666667
srv,Southern Rhone valley,1867,20.125
swi,Switzerland (Leman Lake),1867,41.25297242600556
vse,Various South-East,1867,35
vpc,Vendée - Poitou Charente,1867,31
als,Alsace,1868,17.86231884057971
auv,Auvergne,1868,34.27069716775599
aux,Auxerre-Avalon,1868,12
bea,Beaujolais and Maconnais,1868,NA
bor,Bordeaux,1868,6.40730322446214
bur,Burgundy,1868,14
cha1,Champagne 1,1868,9.466145833333334
cha2,Champagne 2,1868,11.110714285714284
gai,Gaillac- South-West,1868,NA
ger,Germany,1868,NA
hlv,High Loire Valley,1868,18
idf,Ile de France,1868,9.113636363636365
jur,Jura,1868,31.18135198135198
lan,Languedoc,1868,NA
llv,Low Loire Valley,1868,32.56060606060606
lux,Luxembourg,1868,31
mar,Maritime alps,1868,NA
nit,Northern Italy,1868,35
nlo,Northern  Lorraine,1868,14.16385135135135
nrv,Northern Rhone valley,1868,15
sav,Savoie,1868,22
spa,Spain,1868,NA
slo,Southern Lorraine,1868,15.491666666666665
srv,Southern Rhone valley,1868,17.125
swi,Switzerland (Leman Lake),1868,24.35
vse,Various South-East,1868,32
vpc,Vendée - Poitou Charente,1868,14
als,Alsace,1869,30.61231884057971
auv,Auvergne,1869,34.56603773584906
aux,Auxerre-Avalon,1869,24.5
bea,Beaujolais and Maconnais,1869,NA
bor,Bordeaux,1869,14.938167421993
bur,Burgundy,1869,21.76888888888889
cha1,Champagne 1,1869,24
cha2,Champagne 2,1869,23.753571428571423
gai,Gaillac- South-West,1869,NA
ger,Germany,1869,NA
hlv,High Loire Valley,1869,26
idf,Ile de France,1869,27
jur,Jura,1869,39.774844074844076
lan,Languedoc,1869,NA
llv,Low Loire Valley,1869,49.06060606060606
lux,Luxembourg,1869,55
mar,Maritime alps,1869,NA
nit,Northern Italy,1869,34
nlo,Northern  Lorraine,1869,36.851351351351354
nrv,Northern Rhone valley,1869,25
sav,Savoie,1869,30
spa,Spain,1869,NA
slo,Southern Lorraine,1869,28.491666666666667
srv,Southern Rhone valley,1869,17.28472222222222
swi,Switzerland (Leman Lake),1869,37.7
vse,Various South-East,1869,38.5
vpc,Vendée - Poitou Charente,1869,16
als,Alsace,1870,23.028985507246375
auv,Auvergne,1870,27.719398907103823
aux,Auxerre-Avalon,1870,15
bea,Beaujolais and Maconnais,1870,NA
bor,Bordeaux,1870,10.215189873417721
bur,Burgundy,1870,21.02080808080808
cha1,Champagne 1,1870,11.934210526315788
cha2,Champagne 2,1870,11.539285714285711
gai,Gaillac- South-West,1870,NA
ger,Germany,1870,NA
hlv,High Loire Valley,1870,12
idf,Ile de France,1870,15.692307692307693
jur,Jura,1870,33.77612612612612
lan,Languedoc,1870,NA
llv,Low Loire Valley,1870,28.560606060606062
lux,Luxembourg,1870,47
mar,Maritime alps,1870,NA
nit,Northern Italy,1870,33
nlo,Northern  Lorraine,1870,32.8625
nrv,Northern Rhone valley,1870,17
sav,Savoie,1870,22
spa,Spain,1870,NA
slo,Southern Lorraine,1870,26.413888888888888
srv,Southern Rhone valley,1870,17.125
swi,Switzerland (Leman Lake),1870,32.72727272727273
vse,Various South-East,1870,32
vpc,Vendée - Poitou Charente,1870,14
als,Alsace,1871,43.278985507246375
auv,Auvergne,1871,36.33606557377049
aux,Auxerre-Avalon,1871,32
bea,Beaujolais and Maconnais,1871,NA
bor,Bordeaux,1871,22.21518987341772
bur,Burgundy,1871,35.27272727272727
cha1,Champagne 1,1871,33
cha2,Champagne 2,1871,27.967857142857138
gai,Gaillac- South-West,1871,NA
ger,Germany,1871,NA
hlv,High Loire Valley,1871,33
idf,Ile de France,1871,30.843366093366093
jur,Jura,1871,49.45945945945946
lan,Languedoc,1871,NA
llv,Low Loire Valley,1871,43.56060606060606
lux,Luxembourg,1871,50
mar,Maritime alps,1871,NA
nit,Northern Italy,1871,48
nlo,Northern  Lorraine,1871,43.20120967741936
nrv,Northern Rhone valley,1871,27
sav,Savoie,1871,52
spa,Spain,1871,NA
slo,Southern Lorraine,1871,43.99166666666667
srv,Southern Rhone valley,1871,20.125
swi,Switzerland (Leman Lake),1871,42.7
vse,Various South-East,1871,38
vpc,Vendée - Poitou Charente,1871,25
als,Alsace,1872,37.028985507246375
auv,Auvergne,1872,40.86617434787092
aux,Auxerre-Avalon,1872,29
bea,Beaujolais and Maconnais,1872,NA
bor,Bordeaux,1872,25.771929824561404
bur,Burgundy,1872,29.488372093023255
cha1,Champagne 1,1872,31.934210526315788
cha2,Champagne 2,1872,24.253571428571423
gai,Gaillac- South-West,1872,NA
ger,Germany,1872,NA
hlv,High Loire Valley,1872,28
idf,Ile de France,1872,27.692307692307693
jur,Jura,1872,45.235897435897435
lan,Languedoc,1872,NA
llv,Low Loire Valley,1872,47.56060606060606
lux,Luxembourg,1872,44
mar,Maritime alps,1872,NA
nit,Northern Italy,1872,46
nlo,Northern  Lorraine,1872,43.7027027027027
nrv,Northern Rhone valley,1872,32
sav,Savoie,1872,39
spa,Spain,1872,NA
slo,Southern Lorraine,1872,37.49166666666667
srv,Southern Rhone valley,1872,22.125
swi,Switzerland (Leman Lake),1872,41.26865671641791
vse,Various South-East,1872,34
vpc,Vendée - Poitou Charente,1872,34
als,Alsace,1873,36.028985507246375
auv,Auvergne,1873,38.627656344869465
aux,Auxerre-Avalon,1873,33
bea,Beaujolais and Maconnais,1873,NA
bor,Bordeaux,1873,22.771929824561404
bur,Burgundy,1873,29.839500624219724
cha1,Champagne 1,1873,31.765625
cha2,Champagne 2,1873,28.682142857142853
gai,Gaillac- South-West,1873,NA
ger,Germany,1873,NA
hlv,High Loire Valley,1873,26
idf,Ile de France,1873,30.692307692307693
jur,Jura,1873,45.961290322580645
lan,Languedoc,1873,NA
llv,Low Loire Valley,1873,46.06060606060606
lux,Luxembourg,1873,57
mar,Maritime alps,1873,NA
nit,Northern Italy,1873,36
nlo,Northern  Lorraine,1873,43
nrv,Northern Rhone valley,1873,24
sav,Savoie,1873,41
spa,Spain,1873,NA
slo,Southern Lorraine,1873,33.49166666666667
srv,Southern Rhone valley,1873,22.125
swi,Switzerland (Leman Lake),1873,39.72727272727273
vse,Various South-East,1873,36
vpc,Vendée - Poitou Charente,1873,32
als,Alsace,1874,28.028985507246375
auv,Auvergne,1874,38.221677559912855
aux,Auxerre-Avalon,1874,17.5
bea,Beaujolais and Maconnais,1874,NA
bor,Bordeaux,1874,15
bur,Burgundy,1874,19.488372093023255
cha1,Champagne 1,1874,25
cha2,Champagne 2,1874,16.682142857142853
gai,Gaillac- South-West,1874,NA
ger,Germany,1874,NA
hlv,High Loire Valley,1874,21.5
idf,Ile de France,1874,21
jur,Jura,1874,41.40674486803519
lan,Languedoc,1874,NA
llv,Low Loire Valley,1874,34.06060606060606
lux,Luxembourg,1874,45
mar,Maritime alps,1874,NA
nit,Northern Italy,1874,42
nlo,Northern  Lorraine,1874,33.83870967741936
nrv,Northern Rhone valley,1874,23
sav,Savoie,1874,33
spa,Spain,1874,NA
slo,Southern Lorraine,1874,31
srv,Southern Rhone valley,1874,20.125
swi,Switzerland (Leman Lake),1874,35.26865671641791
vse,Various South-East,1874,35.5
vpc,Vendée - Poitou Charente,1874,2
als,Alsace,1875,31.028985507246375
auv,Auvergne,1875,42.28148148148148
aux,Auxerre-Avalon,1875,25
bea,Beaujolais and Maconnais,1875,NA
bor,Bordeaux,1875,23.21518987341772
bur,Burgundy,1875,24.839500624219724
cha1,Champagne 1,1875,33.93421052631579
cha2,Champagne 2,1875,21.253571428571423
gai,Gaillac- South-West,1875,NA
ger,Germany,1875,NA
hlv,High Loire Valley,1875,31.5
idf,Ile de France,1875,27
jur,Jura,1875,43.06416799574694
lan,Languedoc,1875,NA
llv,Low Loire Valley,1875,45.56060606060606
lux,Luxembourg,1875,53
mar,Maritime alps,1875,NA
nit,Northern Italy,1875,45
nlo,Northern  Lorraine,1875,37.83870967741936
nrv,Northern Rhone valley,1875,20
sav,Savoie,1875,37
spa,Spain,1875,NA
slo,Southern Lorraine,1875,25
srv,Southern Rhone valley,1875,18.125
swi,Switzerland (Leman Lake),1875,33.04651162790697
vse,Various South-East,1875,30
vpc,Vendée - Poitou Charente,1875,29
als,Alsace,1876,41.028985507246375
auv,Auvergne,1876,42.62291666666667
aux,Auxerre-Avalon,1876,34.5
bea,Beaujolais and Maconnais,1876,NA
bor,Bordeaux,1876,28.99989581705472
bur,Burgundy,1876,35.62863049095607
cha1,Champagne 1,1876,29.166666666666668
cha2,Champagne 2,1876,26.825
gai,Gaillac- South-West,1876,NA
ger,Germany,1876,NA
hlv,High Loire Valley,1876,31.5
idf,Ile de France,1876,30.874725274725275
jur,Jura,1876,49.07547020704916
lan,Languedoc,1876,NA
llv,Low Loire Valley,1876,37.06060606060606
lux,Luxembourg,1876,54
mar,Maritime alps,1876,NA
nit,Northern Italy,1876,50
nlo,Northern  Lorraine,1876,45.7027027027027
nrv,Northern Rhone valley,1876,34
sav,Savoie,1876,47
spa,Spain,1876,NA
slo,Southern Lorraine,1876,44.983333333333334
srv,Southern Rhone valley,1876,21.125
swi,Switzerland (Leman Lake),1876,45.26865671641791
vse,Various South-East,1876,36
vpc,Vendée - Poitou Charente,1876,32
als,Alsace,1877,42.028985507246375
auv,Auvergne,1877,38
aux,Auxerre-Avalon,1877,31.5
bea,Beaujolais and Maconnais,1877,NA
bor,Bordeaux,1877,26
bur,Burgundy,1877,35.62863049095607
cha1,Champagne 1,1877,31
cha2,Champagne 2,1877,27.396428571428565
gai,Gaillac- South-West,1877,NA
ger,Germany,1877,NA
hlv,High Loire Valley,1877,32.5
idf,Ile de France,1877,32.227272727272734
jur,Jura,1877,47.07547020704916
lan,Languedoc,1877,NA
llv,Low Loire Valley,1877,43.06060606060606
lux,Luxembourg,1877,58
mar,Maritime alps,1877,NA
nit,Northern Italy,1877,48
nlo,Northern  Lorraine,1877,34.625
nrv,Northern Rhone valley,1877,25
sav,Savoie,1877,43
spa,Spain,1877,NA
slo,Southern Lorraine,1877,40.983333333333334
srv,Southern Rhone valley,1877,19.125
swi,Switzerland (Leman Lake),1877,44.04651162790697
vse,Various South-East,1877,32
vpc,Vendée - Poitou Charente,1877,34
als,Alsace,1878,34.028985507246375
auv,Auvergne,1878,38.46909153005464
aux,Auxerre-Avalon,1878,34
bea,Beaujolais and Maconnais,1878,NA
bor,Bordeaux,1878,24
bur,Burgundy,1878,35.02080808080808
cha1,Champagne 1,1878,32.16666666666667
cha2,Champagne 2,1878,24.253571428571423
gai,Gaillac- South-West,1878,NA
ger,Germany,1878,NA
hlv,High Loire Valley,1878,36.5
idf,Ile de France,1878,30.692307692307693
jur,Jura,1878,51.07342342342342
lan,Languedoc,1878,NA
llv,Low Loire Valley,1878,52.56060606060606
lux,Luxembourg,1878,57
mar,Maritime alps,1878,NA
nit,Northern Italy,1878,45
nlo,Northern  Lorraine,1878,42.4
nrv,Northern Rhone valley,1878,25
sav,Savoie,1878,56
spa,Spain,1878,NA
slo,Southern Lorraine,1878,41.983333333333334
srv,Southern Rhone valley,1878,19.125
swi,Switzerland (Leman Lake),1878,46.670731707317074
vse,Various South-East,1878,35
vpc,Vendée - Poitou Charente,1878,NA
als,Alsace,1879,46.028985507246375
auv,Auvergne,1879,48.234213721918636
aux,Auxerre-Avalon,1879,48.5
bea,Beaujolais and Maconnais,1879,NA
bor,Bordeaux,1879,44.21518987341772
bur,Burgundy,1879,47.48837209302326
cha1,Champagne 1,1879,41.86666666666667
cha2,Champagne 2,1879,37.825
gai,Gaillac- South-West,1879,NA
ger,Germany,1879,NA
hlv,High Loire Valley,1879,50.5
idf,Ile de France,1879,53
jur,Jura,1879,53.513513513513516
lan,Languedoc,1879,NA
llv,Low Loire Valley,1879,70.56060606060606
lux,Luxembourg,1879,49
mar,Maritime alps,1879,NA
nit,Northern Italy,1879,50
nlo,Northern  Lorraine,1879,46.7027027027027
nrv,Northern Rhone valley,1879,NA
sav,Savoie,1879,58
spa,Spain,1879,NA
slo,Southern Lorraine,1879,53.84444444444445
srv,Southern Rhone valley,1879,22.125
swi,Switzerland (Leman Lake),1879,51.7
vse,Various South-East,1879,40
vpc,Vendée - Poitou Charente,1879,NA
als,Alsace,1880,41.028985507246375
auv,Auvergne,1880,NA
aux,Auxerre-Avalon,1880,NA
bea,Beaujolais and Maconnais,1880,NA
bor,Bordeaux,1880,22.64896021699819
bur,Burgundy,1880,29.910112359550563
cha1,Champagne 1,1880,NA
cha2,Champagne 2,1880,22.53928571428571
gai,Gaillac- South-West,1880,NA
ger,Germany,1880,NA
hlv,High Loire Valley,1880,NA
idf,Ile de France,1880,27
jur,Jura,1880,40
lan,Languedoc,1880,NA
llv,Low Loire Valley,1880,63
lux,Luxembourg,1880,53
mar,Maritime alps,1880,NA
nit,Northern Italy,1880,41
nlo,Northern  Lorraine,1880,34
nrv,Northern Rhone valley,1880,NA
sav,Savoie,1880,NA
spa,Spain,1880,NA
slo,Southern Lorraine,1880,NA
srv,Southern Rhone valley,1880,30.125
swi,Switzerland (Leman Lake),1880,40.453840553330906
vse,Various South-East,1880,38
vpc,Vendée - Poitou Charente,1880,NA
als,Alsace,1881,25.778985507246375
auv,Auvergne,1881,NA
aux,Auxerre-Avalon,1881,NA
bea,Beaujolais and Maconnais,1881,NA
bor,Bordeaux,1881,21.14896021699819
bur,Burgundy,1881,27.272727272727273
cha1,Champagne 1,1881,NA
cha2,Champagne 2,1881,22.625
gai,Gaillac- South-West,1881,NA
ger,Germany,1881,NA
hlv,High Loire Valley,1881,NA
idf,Ile de France,1881,26
jur,Jura,1881,NA
lan,Languedoc,1881,NA
llv,Low Loire Valley,1881,34
lux,Luxembourg,1881,47
mar,Maritime alps,1881,NA
nit,Northern Italy,1881,40
nlo,Northern  Lorraine,1881,36
nrv,Northern Rhone valley,1881,NA
sav,Savoie,1881,NA
spa,Spain,1881,NA
slo,Southern Lorraine,1881,NA
srv,Southern Rhone valley,1881,19.37771739130435
swi,Switzerland (Leman Lake),1881,35.453840553330906
vse,Various South-East,1881,NA
vpc,Vendée - Poitou Charente,1881,NA
als,Alsace,1882,36.028985507246375
auv,Auvergne,1882,NA
aux,Auxerre-Avalon,1882,NA
bea,Beaujolais and Maconnais,1882,NA
bor,Bordeaux,1882,25.148960216998187
bur,Burgundy,1882,34.88444444444444
cha1,Champagne 1,1882,NA
cha2,Champagne 2,1882,33.825
gai,Gaillac- South-West,1882,NA
ger,Germany,1882,NA
hlv,High Loire Valley,1882,NA
idf,Ile de France,1882,39
jur,Jura,1882,NA
lan,Languedoc,1882,NA
llv,Low Loire Valley,1882,48
lux,Luxembourg,1882,56
mar,Maritime alps,1882,NA
nit,Northern Italy,1882,36
nlo,Northern  Lorraine,1882,46
nrv,Northern Rhone valley,1882,NA
sav,Savoie,1882,NA
spa,Spain,1882,NA
slo,Southern Lorraine,1882,NA
srv,Southern Rhone valley,1882,33.37771739130435
swi,Switzerland (Leman Lake),1882,43.453840553330906
vse,Various South-East,1882,NA
vpc,Vendée - Poitou Charente,1882,NA
als,Alsace,1883,35.028985507246375
auv,Auvergne,1883,NA
aux,Auxerre-Avalon,1883,NA
bea,Beaujolais and Maconnais,1883,NA
bor,Bordeaux,1883,29.648960216998187
bur,Burgundy,1883,36.76888888888889
cha1,Champagne 1,1883,NA
cha2,Champagne 2,1883,25.891666666666666
gai,Gaillac- South-West,1883,NA
ger,Germany,1883,NA
hlv,High Loire Valley,1883,NA
idf,Ile de France,1883,38
jur,Jura,1883,NA
lan,Languedoc,1883,NA
llv,Low Loire Valley,1883,44
lux,Luxembourg,1883,52
mar,Maritime alps,1883,NA
nit,Northern Italy,1883,52
nlo,Northern  Lorraine,1883,40
nrv,Northern Rhone valley,1883,NA
sav,Savoie,1883,NA
spa,Spain,1883,NA
slo,Southern Lorraine,1883,NA
srv,Southern Rhone valley,1883,35.57142857142857
swi,Switzerland (Leman Lake),1883,41.953840553330906
vse,Various South-East,1883,NA
vpc,Vendée - Poitou Charente,1883,NA
als,Alsace,1884,31.028985507246375
auv,Auvergne,1884,NA
aux,Auxerre-Avalon,1884,NA
bea,Beaujolais and Maconnais,1884,NA
bor,Bordeaux,1884,25.148960216998187
bur,Burgundy,1884,30.272727272727273
cha1,Champagne 1,1884,NA
cha2,Champagne 2,1884,22.825
gai,Gaillac- South-West,1884,NA
ger,Germany,1884,NA
hlv,High Loire Valley,1884,NA
idf,Ile de France,1884,29
jur,Jura,1884,NA
lan,Languedoc,1884,NA
llv,Low Loire Valley,1884,40
lux,Luxembourg,1884,52
mar,Maritime alps,1884,NA
nit,Northern Italy,1884,38
nlo,Northern  Lorraine,1884,33
nrv,Northern Rhone valley,1884,NA
sav,Savoie,1884,NA
spa,Spain,1884,NA
slo,Southern Lorraine,1884,NA
srv,Southern Rhone valley,1884,30.125
swi,Switzerland (Leman Lake),1884,32.453840553330906
vse,Various South-East,1884,25
vpc,Vendée - Poitou Charente,1884,NA
als,Alsace,1885,30.278985507246375
auv,Auvergne,1885,NA
aux,Auxerre-Avalon,1885,NA
bea,Beaujolais and Maconnais,1885,NA
bor,Bordeaux,1885,26.148960216998187
bur,Burgundy,1885,25.76888888888889
cha1,Champagne 1,1885,NA
cha2,Champagne 2,1885,22.958333333333332
gai,Gaillac- South-West,1885,NA
ger,Germany,1885,NA
hlv,High Loire Valley,1885,NA
idf,Ile de France,1885,28
jur,Jura,1885,NA
lan,Languedoc,1885,NA
llv,Low Loire Valley,1885,42
lux,Luxembourg,1885,55
mar,Maritime alps,1885,NA
nit,Northern Italy,1885,NA
nlo,Northern  Lorraine,1885,NA
nrv,Northern Rhone valley,1885,NA
sav,Savoie,1885,NA
spa,Spain,1885,NA
slo,Southern Lorraine,1885,NA
srv,Southern Rhone valley,1885,38.919973544973544
swi,Switzerland (Leman Lake),1885,34.953840553330906
vse,Various South-East,1885,22.5
vpc,Vendée - Poitou Charente,1885,NA
als,Alsace,1886,29.028985507246375
auv,Auvergne,1886,NA
aux,Auxerre-Avalon,1886,NA
bea,Beaujolais and Maconnais,1886,NA
bor,Bordeaux,1886,24.64896021699819
bur,Burgundy,1886,28.910112359550563
cha1,Champagne 1,1886,NA
cha2,Champagne 2,1886,22.891666666666666
gai,Gaillac- South-West,1886,NA
ger,Germany,1886,NA
hlv,High Loire Valley,1886,NA
idf,Ile de France,1886,30
jur,Jura,1886,NA
lan,Languedoc,1886,NA
llv,Low Loire Valley,1886,50
lux,Luxembourg,1886,53
mar,Maritime alps,1886,NA
nit,Northern Italy,1886,NA
nlo,Northern  Lorraine,1886,NA
nrv,Northern Rhone valley,1886,NA
sav,Savoie,1886,NA
spa,Spain,1886,NA
slo,Southern Lorraine,1886,NA
srv,Southern Rhone valley,1886,29.348214285714285
swi,Switzerland (Leman Lake),1886,38.953840553330906
vse,Various South-East,1886,17.5
vpc,Vendée - Poitou Charente,1886,NA
als,Alsace,1887,27.028985507246375
auv,Auvergne,1887,NA
aux,Auxerre-Avalon,1887,NA
bea,Beaujolais and Maconnais,1887,NA
bor,Bordeaux,1887,24.648960216998187
bur,Burgundy,1887,28.910112359550563
cha1,Champagne 1,1887,NA
cha2,Champagne 2,1887,26.891666666666666
gai,Gaillac- South-West,1887,NA
ger,Germany,1887,NA
hlv,High Loire Valley,1887,NA
idf,Ile de France,1887,33
jur,Jura,1887,NA
lan,Languedoc,1887,NA
llv,Low Loire Valley,1887,47
lux,Luxembourg,1887,54
mar,Maritime alps,1887,NA
nit,Northern Italy,1887,NA
nlo,Northern  Lorraine,1887,NA
nrv,Northern Rhone valley,1887,NA
sav,Savoie,1887,NA
spa,Spain,1887,NA
slo,Southern Lorraine,1887,NA
srv,Southern Rhone valley,1887,26.19345238095238
swi,Switzerland (Leman Lake),1887,33.953840553330906
vse,Various South-East,1887,25
vpc,Vendée - Poitou Charente,1887,NA
als,Alsace,1888,NA
auv,Auvergne,1888,NA
aux,Auxerre-Avalon,1888,NA
bea,Beaujolais and Maconnais,1888,NA
bor,Bordeaux,1888,32.14896021699819
bur,Burgundy,1888,33.19924222628691
cha1,Champagne 1,1888,NA
cha2,Champagne 2,1888,30.39166666666667
gai,Gaillac- South-West,1888,NA
ger,Germany,1888,NA
hlv,High Loire Valley,1888,NA
idf,Ile de France,1888,41
jur,Jura,1888,49.87179487179487
lan,Languedoc,1888,NA
llv,Low Loire Valley,1888,50
lux,Luxembourg,1888,55
mar,Maritime alps,1888,NA
nit,Northern Italy,1888,NA
nlo,Northern  Lorraine,1888,NA
nrv,Northern Rhone valley,1888,NA
