abbreviation,name,year,value
ger,Germany,1658,NA
hlv,High Loire Valley,1658,37
idf,Ile de France,1658,37
jur,Jura,1658,44
lan,Languedoc,1658,29.95
llv,Low Loire Valley,1658,NA
lux,Luxembourg,1658,NA
mar,Maritime alps,1658,40
nit,Northern Italy,1658,NA
nlo,Northern  Lorraine,1658,NA
nrv,Northern Rhone valley,1658,NA
sav,Savoie,1658,NA
spa,Spain,1658,48
slo,Southern Lorraine,1658,NA
srv,Southern Rhone valley,1658,NA
swi,Switzerland (Leman Lake),1658,43.95757189661449
vse,Various South-East,1658,NA
vpc,Vendée - Poitou Charente,1658,NA
als,Alsace,1659,NA
auv,Auvergne,1659,NA
aux,Auxerre-Avalon,1659,NA
bea,Beaujolais and Maconnais,1659,NA
bor,Bordeaux,1659,NA
bur,Burgundy,1659,10
cha1,Champagne 1,1659,NA
cha2,Champagne 2,1659,NA
gai,Gaillac- South-West,1659,23
ger,Germany,1659,NA
hlv,High Loire Valley,1659,NA
idf,Ile de France,1659,15
jur,Jura,1659,28.488095238095237
lan,Languedoc,1659,15
llv,Low Loire Valley,1659,NA
lux,Luxembourg,1659,NA
mar,Maritime alps,1659,36
nit,Northern Italy,1659,NA
nlo,Northern  Lorraine,1659,NA
nrv,Northern Rhone valley,1659,NA
sav,Savoie,1659,NA
spa,Spain,1659,38
slo,Southern Lorraine,1659,NA
srv,Southern Rhone valley,1659,5.140213815789474
swi,Switzerland (Leman Lake),1659,26
vse,Various South-East,1659,NA
vpc,Vendée - Poitou Charente,1659,NA
als,Alsace,1660,NA
auv,Auvergne,1660,NA
aux,Auxerre-Avalon,1660,NA
bea,Beaujolais and Maconnais,1660,NA
bor,Bordeaux,1660,NA
bur,Burgundy,1660,8
cha1,Champagne 1,1660,NA
cha2,Champagne 2,1660,NA
gai,Gaillac- South-West,1660,26
ger,Germany,1660,NA
hlv,High Loire Valley,1660,NA
idf,Ile de France,1660,NA
jur,Jura,1660,28.6374269005848
lan,Languedoc,1660,14.53
llv,Low Loire Valley,1660,NA
lux,Luxembourg,1660,NA
mar,Maritime alps,1660,30
nit,Northern Italy,1660,NA
nlo,Northern  Lorraine,1660,NA
nrv,Northern Rhone valley,1660,NA
sav,Savoie,1660,NA
spa,Spain,1660,34
slo,Southern Lorraine,1660,NA
srv,Southern Rhone valley,1660,NA
swi,Switzerland (Leman Lake),1660,26.203905258705767
vse,Various South-East,1660,23
vpc,Vendée - Poitou Charente,1660,NA
als,Alsace,1661,NA
auv,Auvergne,1661,NA
aux,Auxerre-Avalon,1661,NA
bea,Beaujolais and Maconnais,1661,NA
bor,Bordeaux,1661,NA
bur,Burgundy,1661,12
cha1,Champagne 1,1661,NA
cha2,Champagne 2,1661,NA
gai,Gaillac- South-West,1661,NA
ger,Germany,1661,34
hlv,High Loire Valley,1661,NA
idf,Ile de France,1661,26
jur,Jura,1661,27.988095238095237
lan,Languedoc,1661,21.92
llv,Low Loire Valley,1661,NA
lux,Luxembourg,1661,NA
mar,Maritime alps,1661,33
nit,Northern Italy,1661,NA
nlo,Northern  Lorraine,1661,NA
nrv,Northern Rhone valley,1661,NA
sav,Savoie,1661,NA
spa,Spain,1661,42
slo,Southern Lorraine,1661,NA
srv,Southern Rhone valley,1661,9
swi,Switzerland (Leman Lake),1661,38.20390525870577
vse,Various South-East,1661,26
vpc,Vendée - Poitou Charente,1661,NA
als,Alsace,1662,NA
auv,Auvergne,1662,NA
aux,Auxerre-Avalon,1662,NA
bea,Beaujolais and Maconnais,1662,NA
bor,Bordeaux,1662,19.5
bur,Burgundy,1662,22
cha1,Champagne 1,1662,NA
cha2,Champagne 2,1662,NA
gai,Gaillac- South-West,1662,NA
ger,Germany,1662,44
hlv,High Loire Valley,1662,NA
idf,Ile de France,1662,NA
jur,Jura,1662,43
lan,Languedoc,1662,21.03
llv,Low Loire Valley,1662,NA
lux,Luxembourg,1662,NA
mar,Maritime alps,1662,46
nit,Northern Italy,1662,NA
nlo,Northern  Lorraine,1662,NA
nrv,Northern Rhone valley,1662,NA
sav,Savoie,1662,NA
spa,Spain,1662,39
slo,Southern Lorraine,1662,NA
srv,Southern Rhone valley,1662,14.421052631578949
swi,Switzerland (Leman Lake),1662,45.45757189661449
vse,Various South-East,1662,NA
vpc,Vendée - Poitou Charente,1662,NA
als,Alsace,1663,NA
auv,Auvergne,1663,NA
aux,Auxerre-Avalon,1663,NA
bea,Beaujolais and Maconnais,1663,NA
bor,Bordeaux,1663,28.5
bur,Burgundy,1663,38
cha1,Champagne 1,1663,NA
cha2,Champagne 2,1663,NA
gai,Gaillac- South-West,1663,NA
ger,Germany,1663,NA
hlv,High Loire Valley,1663,NA
idf,Ile de France,1663,NA
jur,Jura,1663,42
lan,Languedoc,1663,31.9
llv,Low Loire Valley,1663,NA
lux,Luxembourg,1663,NA
mar,Maritime alps,1663,46.5
nit,Northern Italy,1663,NA
nlo,Northern  Lorraine,1663,NA
nrv,Northern Rhone valley,1663,NA
sav,Savoie,1663,NA
spa,Spain,1663,45
slo,Southern Lorraine,1663,NA
srv,Southern Rhone valley,1663,25.455555555555556
swi,Switzerland (Leman Lake),1663,50.20390525870577
vse,Various South-East,1663,NA
vpc,Vendée - Poitou Charente,1663,NA
als,Alsace,1664,NA
auv,Auvergne,1664,NA
aux,Auxerre-Avalon,1664,NA
bea,Beaujolais and Maconnais,1664,NA
bor,Bordeaux,1664,NA
bur,Burgundy,1664,19
cha1,Champagne 1,1664,NA
cha2,Champagne 2,1664,NA
gai,Gaillac- South-West,1664,NA
ger,Germany,1664,40
hlv,High Loire Valley,1664,NA
idf,Ile de France,1664,NA
jur,Jura,1664,40
lan,Languedoc,1664,22.74
llv,Low Loire Valley,1664,NA
lux,Luxembourg,1664,NA
mar,Maritime alps,1664,40
nit,Northern Italy,1664,NA
nlo,Northern  Lorraine,1664,NA
nrv,Northern Rhone valley,1664,NA
sav,Savoie,1664,NA
spa,Spain,1664,35
slo,Southern Lorraine,1664,NA
srv,Southern Rhone valley,1664,15
swi,Switzerland (Leman Lake),1664,37.02245276507635
vse,Various South-East,1664,NA
vpc,Vendée - Poitou Charente,1664,NA
als,Alsace,1665,NA
auv,Auvergne,1665,NA
aux,Auxerre-Avalon,1665,NA
bea,Beaujolais and Maconnais,1665,NA
bor,Bordeaux,1665,21.5
bur,Burgundy,1665,15
cha1,Champagne 1,1665,NA
cha2,Champagne 2,1665,NA
gai,Gaillac- South-West,1665,NA
ger,Germany,1665,37
hlv,High Loire Valley,1665,NA
idf,Ile de France,1665,22
jur,Jura,1665,39
lan,Languedoc,1665,23.4
llv,Low Loire Valley,1665,NA
lux,Luxembourg,1665,NA
mar,Maritime alps,1665,49
nit,Northern Italy,1665,NA
nlo,Northern  Lorraine,1665,NA
nrv,Northern Rhone valley,1665,NA
sav,Savoie,1665,NA
spa,Spain,1665,NA
slo,Southern Lorraine,1665,NA
srv,Southern Rhone valley,1665,NA
swi,Switzerland (Leman Lake),1665,34.276119402985074
vse,Various South-East,1665,NA
vpc,Vendée - Poitou Charente,1665,NA
als,Alsace,1666,NA
auv,Auvergne,1666,NA
aux,Auxerre-Avalon,1666,NA
bea,Beaujolais and Maconnais,1666,NA
bor,Bordeaux,1666,12.75
bur,Burgundy,1666,10
cha1,Champagne 1,1666,NA
cha2,Champagne 2,1666,NA
gai,Gaillac- South-West,1666,NA
ger,Germany,1666,45
hlv,High Loire Valley,1666,NA
idf,Ile de France,1666,NA
jur,Jura,1666,30.8187134502924
lan,Languedoc,1666,24.79
llv,Low Loire Valley,1666,NA
lux,Luxembourg,1666,NA
mar,Maritime alps,1666,34
nit,Northern Italy,1666,NA
nlo,Northern  Lorraine,1666,NA
nrv,Northern Rhone valley,1666,NA
sav,Savoie,1666,NA
spa,Spain,1666,NA
slo,Southern Lorraine,1666,NA
srv,Southern Rhone valley,1666,17.03333333333333
swi,Switzerland (Leman Lake),1666,36.76878612716763
vse,Various South-East,1666,31
vpc,Vendée - Poitou Charente,1666,NA
als,Alsace,1667,NA
auv,Auvergne,1667,NA
aux,Auxerre-Avalon,1667,NA
bea,Beaujolais and Maconnais,1667,NA
bor,Bordeaux,1667,NA
bur,Burgundy,1667,28
cha1,Champagne 1,1667,NA
cha2,Champagne 2,1667,NA
gai,Gaillac- South-West,1667,43
ger,Germany,1667,30
hlv,High Loire Valley,1667,33
idf,Ile de France,1667,33
jur,Jura,1667,48.6374269005848
lan,Languedoc,1667,34.05
llv,Low Loire Valley,1667,NA
lux,Luxembourg,1667,NA
mar,Maritime alps,1667,54
nit,Northern Italy,1667,NA
nlo,Northern  Lorraine,1667,NA
nrv,Northern Rhone valley,1667,NA
sav,Savoie,1667,NA
spa,Spain,1667,NA
slo,Southern Lorraine,1667,NA
srv,Southern Rhone valley,1667,25.666666666666668
swi,Switzerland (Leman Lake),1667,51.384393063583815
vse,Various South-East,1667,38
vpc,Vendée - Poitou Charente,1667,NA
als,Alsace,1668,NA
auv,Auvergne,1668,NA
aux,Auxerre-Avalon,1668,NA
bea,Beaujolais and Maconnais,1668,NA
bor,Bordeaux,1668,NA
bur,Burgundy,1668,19
cha1,Champagne 1,1668,NA
cha2,Champagne 2,1668,NA
gai,Gaillac- South-West,1668,41
ger,Germany,1668,39
hlv,High Loire Valley,1668,NA
idf,Ile de France,1668,NA
jur,Jura,1668,42.80680868838763
lan,Languedoc,1668,20.92
llv,Low Loire Valley,1668,NA
lux,Luxembourg,1668,NA
mar,Maritime alps,1668,38
nit,Northern Italy,1668,NA
nlo,Northern  Lorraine,1668,NA
nrv,Northern Rhone valley,1668,NA
sav,Savoie,1668,NA
spa,Spain,1668,NA
slo,Southern Lorraine,1668,NA
srv,Southern Rhone valley,1668,15.533333333333333
swi,Switzerland (Leman Lake),1668,34.639024390243904
vse,Various South-East,1668,27
vpc,Vendée - Poitou Charente,1668,NA
als,Alsace,1669,NA
auv,Auvergne,1669,NA
aux,Auxerre-Avalon,1669,NA
bea,Beaujolais and Maconnais,1669,NA
bor,Bordeaux,1669,NA
bur,Burgundy,1669,13
cha1,Champagne 1,1669,NA
cha2,Champagne 2,1669,NA
gai,Gaillac- South-West,1669,NA
ger,Germany,1669,33
hlv,High Loire Valley,1669,NA
idf,Ile de France,1669,19
jur,Jura,1669,26.976190476190474
lan,Languedoc,1669,20.37
llv,Low Loire Valley,1669,NA
lux,Luxembourg,1669,NA
mar,Maritime alps,1669,40
nit,Northern Italy,1669,NA
nlo,Northern  Lorraine,1669,NA
nrv,Northern Rhone valley,1669,NA
sav,Savoie,1669,NA
spa,Spain,1669,33
slo,Southern Lorraine,1669,NA
srv,Southern Rhone valley,1669,16.455555555555556
swi,Switzerland (Leman Lake),1669,37.76878612716763
vse,Various South-East,1669,NA
vpc,Vendée - Poitou Charente,1669,NA
als,Alsace,1670,NA
auv,Auvergne,1670,NA
aux,Auxerre-Avalon,1670,NA
bea,Beaujolais and Maconnais,1670,NA
bor,Bordeaux,1670,NA
bur,Burgundy,1670,22
cha1,Champagne 1,1670,NA
cha2,Champagne 2,1670,NA
gai,Gaillac- South-West,1670,33
ger,Germany,1670,33
hlv,High Loire Valley,1670,NA
idf,Ile de France,1670,NA
jur,Jura,1670,38.30680868838763
lan,Languedoc,1670,17.05
llv,Low Loire Valley,1670,NA
lux,Luxembourg,1670,NA
mar,Maritime alps,1670,37
nit,Northern Italy,1670,NA
nlo,Northern  Lorraine,1670,NA
nrv,Northern Rhone valley,1670,NA
sav,Savoie,1670,NA
spa,Spain,1670,41
slo,Southern Lorraine,1670,NA
srv,Southern Rhone valley,1670,13
swi,Switzerland (Leman Lake),1670,42.36028192371476
vse,Various South-East,1670,NA
vpc,Vendée - Poitou Charente,1670,NA
als,Alsace,1671,NA
auv,Auvergne,1671,NA
aux,Auxerre-Avalon,1671,NA
bea,Beaujolais and Maconnais,1671,NA
bor,Bordeaux,1671,NA
bur,Burgundy,1671,16
cha1,Champagne 1,1671,NA
cha2,Champagne 2,1671,NA
gai,Gaillac- South-West,1671,NA
ger,Germany,1671,33
hlv,High Loire Valley,1671,NA
idf,Ile de France,1671,NA
jur,Jura,1671,32.6374269005848
lan,Languedoc,1671,24.53
llv,Low Loire Valley,1671,NA
lux,Luxembourg,1671,NA
mar,Maritime alps,1671,49
nit,Northern Italy,1671,NA
nlo,Northern  Lorraine,1671,NA
nrv,Northern Rhone valley,1671,NA
sav,Savoie,1671,NA
spa,Spain,1671,36
slo,Southern Lorraine,1671,NA
srv,Southern Rhone valley,1671,17.227777777777778
swi,Switzerland (Leman Lake),1671,38.70390525870577
vse,Various South-East,1671,24
vpc,Vendée - Poitou Charente,1671,NA
als,Alsace,1672,NA
auv,Auvergne,1672,NA
aux,Auxerre-Avalon,1672,NA
bea,Beaujolais and Maconnais,1672,NA
bor,Bordeaux,1672,NA
bur,Burgundy,1672,28
cha1,Champagne 1,1672,NA
cha2,Champagne 2,1672,NA
gai,Gaillac- South-West,1672,40
ger,Germany,1672,45
hlv,High Loire Valley,1672,NA
idf,Ile de France,1672,NA
jur,Jura,1672,48.6374269005848
lan,Languedoc,1672,25.37
llv,Low Loire Valley,1672,NA
lux,Luxembourg,1672,NA
mar,Maritime alps,1672,47
nit,Northern Italy,1672,NA
nlo,Northern  Lorraine,1672,NA
nrv,Northern Rhone valley,1672,NA
sav,Savoie,1672,NA
spa,Spain,1672,33
slo,Southern Lorraine,1672,NA
srv,Southern Rhone valley,1672,21.7
swi,Switzerland (Leman Lake),1672,39.76878612716763
vse,Various South-East,1672,NA
vpc,Vendée - Poitou Charente,1672,NA
als,Alsace,1673,NA
auv,Auvergne,1673,NA
aux,Auxerre-Avalon,1673,NA
bea,Beaujolais and Maconnais,1673,NA
bor,Bordeaux,1673,NA
bur,Burgundy,1673,35
cha1,Champagne 1,1673,NA
cha2,Champagne 2,1673,NA
gai,Gaillac- South-West,1673,49
ger,Germany,1673,NA
hlv,High Loire Valley,1673,40
idf,Ile de France,1673,34
jur,Jura,1673,65.80680868838763
lan,Languedoc,1673,36.84
llv,Low Loire Valley,1673,NA
lux,Luxembourg,1673,NA
mar,Maritime alps,1673,53
nit,Northern Italy,1673,NA
nlo,Northern  Lorraine,1673,NA
nrv,Northern Rhone valley,1673,NA
sav,Savoie,1673,NA
spa,Spain,1673,44
slo,Southern Lorraine,1673,NA
srv,Southern Rhone valley,1673,31.2
swi,Switzerland (Leman Lake),1673,56.639024390243904
vse,Various South-East,1673,NA
vpc,Vendée - Poitou Charente,1673,NA
als,Alsace,1674,NA
auv,Auvergne,1674,NA
aux,Auxerre-Avalon,1674,NA
bea,Beaujolais and Maconnais,1674,NA
bor,Bordeaux,1674,NA
bur,Burgundy,1674,20
cha1,Champagne 1,1674,NA
cha2,Champagne 2,1674,NA
gai,Gaillac- South-West,1674,NA
ger,Germany,1674,NA
hlv,High Loire Valley,1674,33
idf,Ile de France,1674,31
jur,Jura,1674,40.976190476190474
lan,Languedoc,1674,24.84
llv,Low Loire Valley,1674,NA
lux,Luxembourg,1674,NA
mar,Maritime alps,1674,44
nit,Northern Italy,1674,NA
nlo,Northern  Lorraine,1674,NA
nrv,Northern Rhone valley,1674,NA
sav,Savoie,1674,NA
spa,Spain,1674,40
slo,Southern Lorraine,1674,NA
srv,Southern Rhone valley,1674,20
swi,Switzerland (Leman Lake),1674,47.76878612716763
vse,Various South-East,1674,39
vpc,Vendée - Poitou Charente,1674,NA
als,Alsace,1675,NA
auv,Auvergne,1675,NA
aux,Auxerre-Avalon,1675,NA
bea,Beaujolais and Maconnais,1675,NA
bor,Bordeaux,1675,60
bur,Burgundy,1675,44
cha1,Champagne 1,1675,NA
cha2,Champagne 2,1675,NA
gai,Gaillac- South-West,1675,58.5
ger,Germany,1675,57
hlv,High Loire Valley,1675,55
idf,Ile de France,1675,53
jur,Jura,1675,70
lan,Languedoc,1675,41.74
llv,Low Loire Valley,1675,NA
lux,Luxembourg,1675,NA
mar,Maritime alps,1675,NA
nit,Northern Italy,1675,NA
nlo,Northern  Lorraine,1675,NA
nrv,Northern Rhone valley,1675,NA
sav,Savoie,1675,NA
spa,Spain,1675,56
slo,Southern Lorraine,1675,NA
srv,Southern Rhone valley,1675,41
swi,Switzerland (Leman Lake),1675,64.20390525870576
vse,Various South-East,1675,55
vpc,Vendée - Poitou Charente,1675,NA
als,Alsace,1676,NA
auv,Auvergne,1676,NA
aux,Auxerre-Avalon,1676,NA
bea,Beaujolais and Maconnais,1676,NA
bor,Bordeaux,1676,NA
bur,Burgundy,1676,10
cha1,Champagne 1,1676,NA
cha2,Champagne 2,1676,NA
gai,Gaillac- South-West,1676,23
ger,Germany,1676,26
hlv,High Loire Valley,1676,18
idf,Ile de France,1676,7
jur,Jura,1676,25.3187134502924
lan,Languedoc,1676,26.92
llv,Low Loire Valley,1676,NA
lux,Luxembourg,1676,NA
mar,Maritime alps,1676,42
nit,Northern Italy,1676,NA
nlo,Northern  Lorraine,1676,NA
nrv,Northern Rhone valley,1676,NA
sav,Savoie,1676,NA
spa,Spain,1676,35
slo,Southern Lorraine,1676,NA
srv,Southern Rhone valley,1676,23.4
swi,Switzerland (Leman Lake),1676,28.276119402985074
vse,Various South-East,1676,NA
vpc,Vendée - Poitou Charente,1676,NA
als,Alsace,1677,NA
auv,Auvergne,1677,NA
aux,Auxerre-Avalon,1677,NA
bea,Beaujolais and Maconnais,1677,NA
bor,Bordeaux,1677,NA
bur,Burgundy,1677,27
cha1,Champagne 1,1677,NA
cha2,Champagne 2,1677,NA
gai,Gaillac- South-West,1677,31
ger,Germany,1677,43
hlv,High Loire Valley,1677,30
idf,Ile de France,1677,30
jur,Jura,1677,44.6374269005848
lan,Languedoc,1677,24.84
llv,Low Loire Valley,1677,NA
lux,Luxembourg,1677,NA
mar,Maritime alps,1677,41
nit,Northern Italy,1677,NA
nlo,Northern  Lorraine,1677,NA
nrv,Northern Rhone valley,1677,NA
sav,Savoie,1677,NA
spa,Spain,1677,38
slo,Southern Lorraine,1677,NA
srv,Southern Rhone valley,1677,24.927777777777777
swi,Switzerland (Leman Lake),1677,47.76878612716763
vse,Various South-East,1677,40
vpc,Vendée - Poitou Charente,1677,NA
als,Alsace,1678,NA
auv,Auvergne,1678,NA
aux,Auxerre-Avalon,1678,NA
bea,Beaujolais and Maconnais,1678,NA
bor,Bordeaux,1678,NA
bur,Burgundy,1678,20
cha1,Champagne 1,1678,NA
cha2,Champagne 2,1678,NA
gai,Gaillac- South-West,1678,32
ger,Germany,1678,NA
hlv,High Loire Valley,1678,29
idf,Ile de France,1678,NA
jur,Jura,1678,37.6374269005848
lan,Languedoc,1678,29.95
llv,Low Loire Valley,1678,NA
lux,Luxembourg,1678,NA
mar,Maritime alps,1678,40
nit,Northern Italy,1678,NA
nlo,Northern  Lorraine,1678,NA
nrv,Northern Rhone valley,1678,NA
sav,Savoie,1678,NA
spa,Spain,1678,54
slo,Southern Lorraine,1678,NA
srv,Southern Rhone valley,1678,23.198529411764703
swi,Switzerland (Leman Lake),1678,36.884393063583815
vse,Various South-East,1678,NA
vpc,Vendée - Poitou Charente,1678,NA
als,Alsace,1679,NA
auv,Auvergne,1679,NA
aux,Auxerre-Avalon,1679,NA
bea,Beaujolais and Maconnais,1679,NA
bor,Bordeaux,1679,NA
bur,Burgundy,1679,26
cha1,Champagne 1,1679,NA
cha2,Champagne 2,1679,NA
gai,Gaillac- South-West,1679,30
ger,Germany,1679,37
hlv,High Loire Valley,1679,32
idf,Ile de France,1679,34
jur,Jura,1679,41.6374269005848
lan,Languedoc,1679,27.45
llv,Low Loire Valley,1679,NA
lux,Luxembourg,1679,NA
mar,Maritime alps,1679,46
nit,Northern Italy,1679,NA
nlo,Northern  Lorraine,1679,NA
nrv,Northern Rhone valley,1679,NA
sav,Savoie,1679,NA
spa,Spain,1679,43
slo,Southern Lorraine,1679,NA
srv,Southern Rhone valley,1679,26
swi,Switzerland (Leman Lake),1679,34.276119402985074
vse,Various South-East,1679,NA
vpc,Vendée - Poitou Charente,1679,NA
als,Alsace,1680,NA
auv,Auvergne,1680,NA
aux,Auxerre-Avalon,1680,NA
bea,Beaujolais and Maconnais,1680,NA
bor,Bordeaux,1680,NA
bur,Burgundy,1680,10
cha1,Champagne 1,1680,NA
cha2,Champagne 2,1680,NA
gai,Gaillac- South-West,1680,28
ger,Germany,1680,35
hlv,High Loire Valley,1680,23
idf,Ile de France,1680,14
jur,Jura,1680,30.6374269005848
lan,Languedoc,1680,22.84
llv,Low Loire Valley,1680,NA
lux,Luxembourg,1680,NA
mar,Maritime alps,1680,37
nit,Northern Italy,1680,NA
nlo,Northern  Lorraine,1680,NA
nrv,Northern Rhone valley,1680,NA
sav,Savoie,1680,NA
spa,Spain,1680,46
slo,Southern Lorraine,1680,NA
srv,Southern Rhone valley,1680,17.926307189542484
swi,Switzerland (Leman Lake),1680,40.76878612716763
vse,Various South-East,1680,34
vpc,Vendée - Poitou Charente,1680,NA
als,Alsace,1681,NA
auv,Auvergne,1681,NA
aux,Auxerre-Avalon,1681,NA
bea,Beaujolais and Maconnais,1681,NA
bor,Bordeaux,1681,NA
bur,Burgundy,1681,9
cha1,Champagne 1,1681,NA
cha2,Champagne 2,1681,NA
gai,Gaillac- South-West,1681,NA
ger,Germany,1681,38
hlv,High Loire Valley,1681,29
idf,Ile de France,1681,20
jur,Jura,1681,28.988095238095237
lan,Languedoc,1681,22.05
llv,Low Loire Valley,1681,NA
lux,Luxembourg,1681,NA
mar,Maritime alps,1681,43
nit,Northern Italy,1681,NA
nlo,Northern  Lorraine,1681,NA
nrv,Northern Rhone valley,1681,NA
sav,Savoie,1681,NA
spa,Spain,1681,37
slo,Southern Lorraine,1681,NA
srv,Southern Rhone valley,1681,18.1
swi,Switzerland (Leman Lake),1681,38.76878612716763
vse,Various South-East,1681,NA
vpc,Vendée - Poitou Charente,1681,NA
als,Alsace,1682,NA
auv,Auvergne,1682,NA
aux,Auxerre-Avalon,1682,NA
bea,Beaujolais and Maconnais,1682,NA
bor,Bordeaux,1682,NA
bur,Burgundy,1682,28
cha1,Champagne 1,1682,NA
cha2,Champagne 2,1682,NA
gai,Gaillac- South-West,1682,NA
ger,Germany,1682,44
hlv,High Loire Valley,1682,NA
idf,Ile de France,1682,NA
jur,Jura,1682,50.976190476190474
lan,Languedoc,1682,30.31
llv,Low Loire Valley,1682,NA
lux,Luxembourg,1682,NA
mar,Maritime alps,1682,43
nit,Northern Italy,1682,NA
nlo,Northern  Lorraine,1682,NA
nrv,Northern Rhone valley,1682,NA
sav,Savoie,1682,NA
spa,Spain,1682,44
slo,Southern Lorraine,1682,NA
srv,Southern Rhone valley,1682,25.455555555555556
swi,Switzerland (Leman Lake),1682,57.639024390243904
vse,Various South-East,1682,NA
vpc,Vendée - Poitou Charente,1682,NA
als,Alsace,1683,NA
auv,Auvergne,1683,NA
aux,Auxerre-Avalon,1683,NA
bea,Beaujolais and Maconnais,1683,NA
bor,Bordeaux,1683,NA
bur,Burgundy,1683,13
cha1,Champagne 1,1683,NA
cha2,Champagne 2,1683,NA
gai,Gaillac- South-West,1683,36
ger,Germany,1683,35
hlv,High Loire Valley,1683,NA
idf,Ile de France,1683,20
jur,Jura,1683,36
lan,Languedoc,1683,23.45
llv,Low Loire Valley,1683,NA
lux,Luxembourg,1683,NA
mar,Maritime alps,1683,34
nit,Northern Italy,1683,NA
nlo,Northern  Lorraine,1683,NA
nrv,Northern Rhone valley,1683,NA
sav,Savoie,1683,NA
spa,Spain,1683,37
slo,Southern Lorraine,1683,NA
srv,Southern Rhone valley,1683,22.455555555555556
swi,Switzerland (Leman Lake),1683,41.54173441734417
vse,Various South-East,1683,NA
vpc,Vendée - Poitou Charente,1683,NA
als,Alsace,1684,NA
auv,Auvergne,1684,NA
aux,Auxerre-Avalon,1684,NA
bea,Beaujolais and Maconnais,1684,NA
bor,Bordeaux,1684,NA
bur,Burgundy,1684,4
cha1,Champagne 1,1684,NA
cha2,Champagne 2,1684,NA
gai,Gaillac- South-West,1684,NA
ger,Germany,1684,23
hlv,High Loire Valley,1684,NA
idf,Ile de France,1684,16
jur,Jura,1684,22.988095238095237
lan,Languedoc,1684,23.45
llv,Low Loire Valley,1684,NA
lux,Luxembourg,1684,NA
mar,Maritime alps,1684,28.5
nit,Northern Italy,1684,NA
nlo,Northern  Lorraine,1684,NA
nrv,Northern Rhone valley,1684,NA
sav,Savoie,1684,NA
spa,Spain,1684,45
slo,Southern Lorraine,1684,NA
srv,Southern Rhone valley,1684,19.911764705882355
swi,Switzerland (Leman Lake),1684,27.76878612716763
vse,Various South-East,1684,NA
vpc,Vendée - Poitou Charente,1684,NA
als,Alsace,1685,NA
auv,Auvergne,1685,NA
aux,Auxerre-Avalon,1685,NA
bea,Beaujolais and Maconnais,1685,NA
bor,Bordeaux,1685,NA
bur,Burgundy,1685,12
cha1,Champagne 1,1685,NA
cha2,Champagne 2,1685,NA
gai,Gaillac- South-West,1685,NA
ger,Germany,1685,46
hlv,High Loire Valley,1685,NA
idf,Ile de France,1685,22
jur,Jura,1685,35
lan,Languedoc,1685,21.79
llv,Low Loire Valley,1685,NA
lux,Luxembourg,1685,NA
mar,Maritime alps,1685,39
nit,Northern Italy,1685,NA
nlo,Northern  Lorraine,1685,NA
nrv,Northern Rhone valley,1685,NA
sav,Savoie,1685,NA
spa,Spain,1685,40
slo,Southern Lorraine,1685,NA
srv,Southern Rhone valley,1685,19.683660130718955
swi,Switzerland (Leman Lake),1685,45.02245276507635
vse,Various South-East,1685,NA
vpc,Vendée - Poitou Charente,1685,NA
als,Alsace,1686,NA
auv,Auvergne,1686,NA
aux,Auxerre-Avalon,1686,NA
bea,Beaujolais and Maconnais,1686,NA
bor,Bordeaux,1686,NA
bur,Burgundy,1686,4
cha1,Champagne 1,1686,NA
cha2,Champagne 2,1686,NA
gai,Gaillac- South-West,1686,29
ger,Germany,1686,26
hlv,High Loire Valley,1686,NA
idf,Ile de France,1686,NA
jur,Jura,1686,20.976190476190474
lan,Languedoc,1686,24.62
llv,Low Loire Valley,1686,NA
lux,Luxembourg,1686,NA
mar,Maritime alps,1686,28
nit,Northern Italy,1686,NA
nlo,Northern  Lorraine,1686,NA
nrv,Northern Rhone valley,1686,NA
sav,Savoie,1686,NA
spa,Spain,1686,35
slo,Southern Lorraine,1686,NA
srv,Southern Rhone valley,1686,18.955882352941178
swi,Switzerland (Leman Lake),1686,33.52245276507635
vse,Various South-East,1686,NA
vpc,Vendée - Poitou Charente,1686,NA
als,Alsace,1687,NA
auv,Auvergne,1687,NA
aux,Auxerre-Avalon,1687,NA
bea,Beaujolais and Maconnais,1687,NA
bor,Bordeaux,1687,NA
bur,Burgundy,1687,29
cha1,Champagne 1,1687,NA
cha2,Champagne 2,1687,NA
gai,Gaillac- South-West,1687,NA
ger,Germany,1687,42
hlv,High Loire Valley,1687,NA
idf,Ile de France,1687,NA
jur,Jura,1687,45
lan,Languedoc,1687,35.84
llv,Low Loire Valley,1687,NA
lux,Luxembourg,1687,NA
mar,Maritime alps,1687,48
nit,Northern Italy,1687,NA
nlo,Northern  Lorraine,1687,NA
nrv,Northern Rhone valley,1687,NA
sav,Savoie,1687,NA
spa,Spain,1687,40
slo,Southern Lorraine,1687,NA
srv,Southern Rhone valley,1687,25
swi,Switzerland (Leman Lake),1687,41.63805970149254
vse,Various South-East,1687,NA
vpc,Vendée - Poitou Charente,1687,NA
als,Alsace,1688,NA
auv,Auvergne,1688,NA
aux,Auxerre-Avalon,1688,NA
bea,Beaujolais and Maconnais,1688,NA
bor,Bordeaux,1688,NA
bur,Burgundy,1688,27
cha1,Champagne 1,1688,NA
cha2,Champagne 2,1688,NA
gai,Gaillac- South-West,1688,NA
ger,Germany,1688,39
hlv,High Loire Valley,1688,NA
idf,Ile de France,1688,26
